reason_code,reason,citizenship_code,citizenship_country,duration_code,duration,reporting_country_code,reporting_country,year,value,is_aggregate_reporting_geo,is_total_reason
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2008,39,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2009,48,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2010,48,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2011,69,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2012,86,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2013,88,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2014,95,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2015,135,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2016,123,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2017,131,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2018,132,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2019,157,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2020,99,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2021,141,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2022,161,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2023,131,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,AT,Austria,2024,127,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2008,18,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2009,28,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2010,18,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2011,21,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2012,32,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2013,33,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2014,40,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2015,33,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2016,39,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2017,54,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2018,51,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2019,77,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2020,43,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2021,65,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2022,46,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2023,46,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2024,42,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,BE,Belgium,2025,36,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2012,31,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2013,32,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2014,31,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2015,44,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2016,56,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2017,51,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2018,53,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2019,46,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2020,50,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2021,46,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2022,53,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2023,53,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CH,Switzerland,2024,56,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2008,14,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2009,14,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2010,22,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2011,17,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2012,12,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2013,19,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2014,22,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2015,52,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2016,55,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2017,48,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2018,46,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2019,47,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2020,30,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2021,39,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2022,15,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2023,16,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,CZ,Czechia,2024,23,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2008,125,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2009,158,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2010,96,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2011,80,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2012,195,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2013,267,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2014,323,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2015,129,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2016,407,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2017,535,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2018,781,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2019,759,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2020,668,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2021,872,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2022,874,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2023,832,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,DE,Germany,2024,597,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2008,90,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2009,65,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2010,25,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2011,27,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2012,17,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2013,25,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2014,32,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2015,34,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2016,35,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2017,50,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2018,56,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2019,61,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2020,35,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2021,47,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2022,82,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2023,50,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EL,Greece,2024,31,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2008,22,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2009,25,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2010,20,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2011,35,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2012,25,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2013,29,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2014,34,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2015,45,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2016,76,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2017,66,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2018,61,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2019,70,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2020,73,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2021,76,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2022,111,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2023,128,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,ES,Spain,2024,174,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2013,1378,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2014,1469,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2015,1334,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2016,1634,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2017,1875,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2018,2348,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2019,2316,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2020,1682,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2021,2462,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2022,2625,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2023,2540,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2024,2096,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2013,1558,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2014,1631,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2015,1519,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2016,1785,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2017,2027,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2018,2504,True,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2008,86,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2009,97,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2010,121,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2011,110,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2012,128,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2013,147,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2014,162,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2015,149,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2016,179,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2017,240,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2018,215,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2019,205,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2020,190,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2021,211,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2022,186,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2023,215,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,FR,France,2024,168,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2013,1,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2014,4,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2015,4,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2016,3,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2017,6,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2018,9,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2019,3,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2020,1,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2021,6,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2022,9,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2023,3,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,HR,Croatia,2024,2,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2008,1729,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2009,1692,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2010,1029,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2011,702,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2012,564,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2013,466,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2014,412,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2015,402,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2016,321,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2017,337,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2018,526,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2019,519,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2020,184,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2021,641,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2022,760,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2023,793,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,IT,Italy,2024,623,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2013,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2014,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2015,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2016,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2017,3,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2018,2,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2019,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2020,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2021,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2022,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2023,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,LI,Liechtenstein,2024,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2008,25,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2009,42,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2010,36,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2011,39,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2012,53,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2013,52,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2014,81,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2015,73,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2016,106,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2017,96,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2018,83,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2019,97,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2020,87,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2021,82,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2022,99,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2023,74,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,NL,Netherlands,2024,74,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2008,73,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2009,67,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2010,60,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2011,14,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2012,26,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2013,54,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2014,42,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2015,43,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2016,38,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2017,68,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2018,73,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2019,44,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2020,17,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2021,51,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2022,35,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2023,37,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PL,Poland,2024,34,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2008,1,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2009,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2010,1,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2011,2,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2012,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2013,1,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2014,2,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2015,1,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2016,5,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2017,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2018,4,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2019,2,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2020,2,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2021,0,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2022,3,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2023,6,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,PT,Portugal,2024,3,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2008,41,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2009,47,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2010,32,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2011,37,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2012,57,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2013,73,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2014,75,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2015,87,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2016,69,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2017,48,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2018,78,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2019,64,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2020,104,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2021,69,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2022,47,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2023,64,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,RO,Romania,2024,44,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2008,34,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2009,24,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2010,28,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2011,12,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2012,13,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2013,13,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2014,16,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2015,25,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2016,18,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2017,34,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2018,36,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2019,31,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2020,28,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2021,32,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2022,40,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2023,22,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,SE,Sweden,2024,30,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2008,245,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2009,304,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2010,330,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2011,263,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2012,220,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2013,180,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2014,162,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2015,185,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2016,151,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2017,152,False,False
EDUC,Education reasons,AL,Albania,TOTAL,Total,UK,United Kingdom,2018,156,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2008,2853,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2009,3233,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2010,3735,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2011,5031,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2012,6298,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2013,5538,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2014,6350,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2015,7063,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2016,5770,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2017,4591,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2018,4422,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2019,4078,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2020,2718,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2021,4703,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2022,4743,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2023,6275,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,AT,Austria,2024,6817,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,BE,Belgium,2008,6743,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,BE,Belgium,2009,7222,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,BE,Belgium,2010,5899,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,BE,Belgium,2011,5834,False,False
EDUC,Education reasons,TOTAL,Total,TOTAL,Total,BE,Belgium,2012,5813,False,False
